t, rx, ry, rz, vx, vy, vz
3341, -31353, -16361.7, 0, 2.58258, -0.929676, 0
3342, -31327.2, -16371, 0, 2.58541, -0.9282, 0
3343, -31301.3, -16380.3, 0, 2.58824, -0.926721, 0
3344, -31275.4, -16389.5, 0, 2.59107, -0.925239, 0
3345, -31249.5, -16398.8, 0, 2.5939, -0.923753, 0
3346, -31223.5, -16408, 0, 2.59674, -0.922265, 0
3347, -31197.5, -16417.2, 0, 2.59957, -0.920773, 0
3348, -31171.5, -16426.4, 0, 2.60241, -0.919278, 0
3349, -31145.5, -16435.6, 0, 2.60525, -0.917779, 0
3350, -31119.4, -16444.8, 0, 2.6081, -0.916278, 0
3351, -31093.3, -16453.9, 0, 2.61094, -0.914773, 0
3352, -31067.2, -16463.1, 0, 2.61379, -0.913265, 0
3353, -31041, -16472.2, 0, 2.61664, -0.911753, 0
3354, -31014.9, -16481.3, 0, 2.61949, -0.910239, 0
3355, -30988.7, -16490.4, 0, 2.62235, -0.908721, 0
3356, -30962.4, -16499.5, 0, 2.62521, -0.907199, 0
3357, -30936.2, -16508.5, 0, 2.62806, -0.905675, 0
3358, -30909.9, -16517.6, 0, 2.63093, -0.904147, 0
3359, -30883.5, -16526.6, 0, 2.63379, -0.902616, 0
3360, -30857.2, -16535.6, 0, 2.63665, -0.901082, 0
3361, -30830.8, -16544.6, 0, 2.63952, -0.899544, 0
3362, -30804.4, -16553.6, 0, 2.64239, -0.898003, 0
3363, -30778, -16562.6, 0, 2.64526, -0.896458, 0
3364, -30751.5, -16571.6, 0, 2.64814, -0.89491, 0
3365, -30725, -16580.5, 0, 2.65101, -0.893359, 0
3366, -30698.5, -16589.4, 0, 2.65389, -0.891804, 0
3367, -30671.9, -16598.3, 0, 2.65677, -0.890246, 0
3368, -30645.3, -16607.2, 0, 2.65966, -0.888685, 0
3369, -30618.7, -16616.1, 0, 2.66254, -0.88712, 0
3370, -30592.1, -16625, 0, 2.66543, -0.885552, 0
3371, -30565.4, -16633.8, 0, 2.66832, -0.88398, 0
3372, -30538.7, -16642.6, 0, 2.67121, -0.882405, 0
3373, -30512, -16651.5, 0, 2.67411, -0.880827, 0
3374, -30485.2, -16660.3, 0, 2.677, -0.879244, 0
3375, -30458.4, -16669, 0, 2.6799, -0.877659, 0
3376, -30431.6, -16677.8, 0, 2.68281, -0.87607, 0
3377, -30404.8, -16686.6, 0, 2.68571, -0.874478, 0
3378, -30377.9, -16695.3, 0, 2.68862, -0.872882, 0
3379, -30351, -16704, 0, 2.69152, -0.871282, 0
3380, -30324.1, -16712.7, 0, 2.69443, -0.869679, 0
3381, -30297.1, -16721.4, 0, 2.69735, -0.868072, 0
3382, -30270.1, -16730.1, 0, 2.70026, -0.866462, 0
3383, -30243.1, -16738.7, 0, 2.70318, -0.864849, 0
3384, -30216.1, -16747.4, 0, 2.7061, -0.863231, 0
3385, -30189, -16756, 0, 2.70902, -0.861611, 0
3386, -30161.9, -16764.6, 0, 2.71195, -0.859986, 0
3387, -30134.8, -16773.2, 0, 2.71487, -0.858358, 0
3388, -30107.6, -16781.8, 0, 2.7178, -0.856727, 0
3389, -30080.4, -16790.3, 0, 2.72073, -0.855092, 0
3390, -30053.2, -16798.9, 0, 2.72367, -0.853453, 0
3391, -30025.9, -16807.4, 0, 2.7266, -0.85181, 0
3392, -29998.7, -16815.9, 0, 2.72954, -0.850164, 0
3393, -29971.3, -16824.4, 0, 2.73248, -0.848514, 0
3394, -29944, -16832.9, 0, 2.73543, -0.846861, 0
3395, -29916.6, -16841.4, 0, 2.73837, -0.845204, 0
3396, -29889.2, -16849.8, 0, 2.74132, -0.843543, 0
3397, -29861.8, -16858.2, 0, 2.74427, -0.841879, 0
3398, -29834.3, -16866.6, 0, 2.74722, -0.84021, 0
3399, -29806.9, -16875, 0, 2.75018, -0.838539, 0
3400, -29779.3, -16883.4, 0, 2.75314, -0.836863, 0
3401, -29751.8, -16891.8, 0, 2.7561, -0.835183, 0
3402, -29724.2, -16900.1, 0, 2.75906, -0.8335, 0
3403, -29696.6, -16908.4, 0, 2.76202, -0.831813, 0
3404, -29669, -16916.7, 0, 2.76499, -0.830123, 0
3405, -29641.3, -16925, 0, 2.76796, -0.828428, 0
3406, -29613.6, -16933.3, 0, 2.77093, -0.82673, 0
3407, -29585.9, -16941.6, 0, 2.77391, -0.825028, 0
3408, -29558.1, -16949.8, 0, 2.77689, -0.823322, 0
3409, -29530.4, -16958, 0, 2.77987, -0.821612, 0
3410, -29502.5, -16966.3, 0, 2.78285, -0.819898, 0
3411, -29474.7, -16974.4, 0, 2.78583, -0.818181, 0
3412, -29446.8, -16982.6, 0, 2.78882, -0.816459, 0
3413, -29418.9, -16990.8, 0, 2.79181, -0.814734, 0
3414, -29391, -16998.9, 0, 2.7948, -0.813005, 0
3415, -29363, -17007, 0, 2.79779, -0.811272, 0
3416, -29335, -17015.1, 0, 2.80079, -0.809535, 0
3417, -29307, -17023.2, 0, 2.80379, -0.807794, 0
3418, -29279, -17031.3, 0, 2.80679, -0.806049, 0
3419, -29250.9, -17039.3, 0, 2.8098, -0.804301, 0
3420, -29222.8, -17047.4, 0, 2.8128, -0.802548, 0
3421, -29194.6, -17055.4, 0, 2.81581, -0.800791, 0
3422, -29166.5, -17063.4, 0, 2.81882, -0.79903, 0
3423, -29138.2, -17071.4, 0, 2.82184, -0.797266, 0
3424, -29110, -17079.3, 0, 2.82485, -0.795497, 0
3425, -29081.7, -17087.3, 0, 2.82787, -0.793724, 0
3426, -29053.5, -17095.2, 0, 2.8309, -0.791947, 0
3427, -29025.1, -17103.1, 0, 2.83392, -0.790167, 0
3428, -28996.8, -17111, 0, 2.83695, -0.788382, 0
3429, -28968.4, -17118.9, 0, 2.83998, -0.786593, 0
3430, -28940, -17126.7, 0, 2.84301, -0.7848, 0
3431, -28911.5, -17134.6, 0, 2.84604, -0.783002, 0
3432, -28883.1, -17142.4, 0, 2.84908, -0.781201, 0
3433, -28854.6, -17150.2, 0, 2.85212, -0.779396, 0
3434, -28826, -17158, 0, 2.85516, -0.777586, 0
3435, -28797.4, -17165.8, 0, 2.85821, -0.775772, 0
3436, -28768.9, -17173.5, 0, 2.86125, -0.773955, 0
3437, -28740.2, -17181.2, 0, 2.8643, -0.772133, 0
3438, -28711.6, -17189, 0, 2.86736, -0.770306, 0
3439, -28682.9, -17196.6, 0, 2.87041, -0.768476, 0
3440, -28654.2, -17204.3, 0, 2.87347, -0.766641, 0
3441, -28625.4, -17212, 0, 2.87653, -0.764802, 0
3442, -28596.6, -17219.6, 0, 2.87959, -0.762959, 0
3443, -28567.8, -17227.2, 0, 2.88266, -0.761112, 0
3444, -28539, -17234.8, 0, 2.88573, -0.75926, 0
3445, -28510.1, -17242.4, 0, 2.8888, -0.757404, 0
3446, -28481.2, -17250, 0, 2.89187, -0.755544, 0
3447, -28452.3, -17257.5, 0, 2.89495, -0.753679, 0
3448, -28423.3, -17265.1, 0, 2.89803, -0.751811, 0
3449, -28394.3, -17272.6, 0, 2.90111, -0.749937, 0
3450, -28365.3, -17280.1, 0, 2.90419, -0.74806, 0
3451, -28336.2, -17287.5, 0, 2.90728, -0.746178, 0
3452, -28307.1, -17295, 0, 2.91037, -0.744292, 0
3453, -28278, -17302.4, 0, 2.91346, -0.742401, 0
3454, -28248.9, -17309.8, 0, 2.91656, -0.740506, 0
3455, -28219.7, -17317.2, 0, 2.91966, -0.738606, 0
3456, -28190.5, -17324.6, 0, 2.92276, -0.736702, 0
3457, -28161.2, -17332, 0, 2.92586, -0.734794, 0
3458, -28132, -17339.3, 0, 2.92896, -0.732881, 0
3459, -28102.6, -17346.6, 0, 2.93207, -0.730964, 0
3460, -28073.3, -17353.9, 0, 2.93518, -0.729042, 0
3461, -28043.9, -17361.2, 0, 2.9383, -0.727116, 0
3462, -28014.5, -17368.5, 0, 2.94141, -0.725185, 0
3463, -27985.1, -17375.7, 0, 2.94453, -0.723249, 0
3464, -27955.7, -17382.9, 0, 2.94766, -0.72131, 0
3465, -27926.2, -17390.1, 0, 2.95078, -0.719365, 0
3466, -27896.6, -17397.3, 0, 2.95391, -0.717416, 0
3467, -27867.1, -17404.5, 0, 2.95704, -0.715462, 0
3468, -27837.5, -17411.6, 0, 2.96017, -0.713504, 0
3469, -27807.9, -17418.7, 0, 2.96331, -0.711541, 0
3470, -27778.2, -17425.9, 0, 2.96645, -0.709574, 0
3471, -27748.5, -17432.9, 0, 2.96959, -0.707602, 0
3472, -27718.8, -17440, 0, 2.97273, -0.705625, 0
3473, -27689.1, -17447.1, 0, 2.97588, -0.703643, 0
3474, -27659.3, -17454.1, 0, 2.97903, -0.701657, 0
3475, -27629.5, -17461.1, 0, 2.98218, -0.699666, 0
3476, -27599.7, -17468.1, 0, 2.98534, -0.69767, 0
3477, -27569.8, -17475, 0, 2.9885, -0.69567, 0
3478, -27539.9, -17482, 0, 2.99166, -0.693665, 0
3479, -27510, -17488.9, 0, 2.99482, -0.691655, 0
3480, -27480, -17495.8, 0, 2.99799, -0.68964, 0
3481, -27450, -17502.7, 0, 3.00116, -0.687621, 0
3482, -27420, -17509.6, 0, 3.00433, -0.685596, 0
3483, -27389.9, -17516.4, 0, 3.00751, -0.683567, 0
3484, -27359.8, -17523.2, 0, 3.01068, -0.681533, 0
3485, -27329.7, -17530, 0, 3.01386, -0.679494, 0
3486, -27299.6, -17536.8, 0, 3.01705, -0.677451, 0
3487, -27269.4, -17543.6, 0, 3.02024, -0.675402, 0
3488, -27239.2, -17550.3, 0, 3.02342, -0.673348, 0
3489, -27208.9, -17557.1, 0, 3.02662, -0.67129, 0
3490, -27178.6, -17563.8, 0, 3.02981, -0.669226, 0
3491, -27148.3, -17570.4, 0, 3.03301, -0.667158, 0
3492, -27118, -17577.1, 0, 3.03621, -0.665084, 0
3493, -27087.6, -17583.7, 0, 3.03942, -0.663006, 0
3494, -27057.2, -17590.4, 0, 3.04262, -0.660922, 0
3495, -27026.7, -17597, 0, 3.04583, -0.658834, 0
3496, -26996.3, -17603.5, 0, 3.04905, -0.656741, 0
3497, -26965.8, -17610.1, 0, 3.05226, -0.654642, 0
3498, -26935.2, -17616.6, 0, 3.05548, -0.652538, 0
3499, -26904.6, -17623.2, 0, 3.0587, -0.650429, 0
3500, -26874, -17629.6, 0, 3.06193, -0.648316, 0
3501, -26843.4, -17636.1, 0, 3.06516, -0.646197, 0
3502, -26812.7, -17642.6, 0, 3.06839, -0.644072, 0
3503, -26782, -17649, 0, 3.07162, -0.641943, 0
3504, -26751.3, -17655.4, 0, 3.07486, -0.639809, 0
3505, -26720.5, -17661.8, 0, 3.0781, -0.637669, 0
3506, -26689.7, -17668.2, 0, 3.08134, -0.635524, 0
3507, -26658.9, -17674.5, 0, 3.08458, -0.633374, 0
3508, -26628, -17680.8, 0, 3.08783, -0.631218, 0
3509, -26597.2, -17687.1, 0, 3.09108, -0.629058, 0
3510, -26566.2, -17693.4, 0, 3.09434, -0.626892, 0
3511, -26535.3, -17699.7, 0, 3.0976, -0.62472, 0
3512, -26504.3, -17705.9, 0, 3.10086, -0.622544, 0
3513, -26473.3, -17712.1, 0, 3.10412, -0.620362, 0
3514, -26442.2, -17718.3, 0, 3.10739, -0.618174, 0
3515, -26411.1, -17724.5, 0, 3.11066, -0.615982, 0
3516, -26380, -17730.6, 0, 3.11393, -0.613783, 0
3517, -26348.8, -17736.8, 0, 3.11721, -0.61158, 0
3518, -26317.6, -17742.9, 0, 3.12049, -0.609371, 0
3519, -26286.4, -17748.9, 0, 3.12377, -0.607156, 0
3520, -26255.2, -17755, 0, 3.12705, -0.604937, 0
3521, -26223.9, -17761, 0, 3.13034, -0.602711, 0
3522, -26192.6, -17767.1, 0, 3.13363, -0.60048, 0
3523, -26161.2, -17773.1, 0, 3.13693, -0.598244, 0
3524, -26129.8, -17779, 0, 3.14023, -0.596002, 0
3525, -26098.4, -17785, 0, 3.14353, -0.593754, 0
3526, -26066.9, -17790.9, 0, 3.14683, -0.591501, 0
3527, -26035.5, -17796.8, 0, 3.15014, -0.589242, 0
3528, -26003.9, -17802.7, 0, 3.15345, -0.586978, 0
3529, -25972.4, -17808.5, 0, 3.15676, -0.584708, 0
3530, -25940.8, -17814.4, 0, 3.16008, -0.582432, 0
3531, -25909.2, -17820.2, 0, 3.1634, -0.580151, 0
3532, -25877.5, -17826, 0, 3.16672, -0.577864, 0
3533, -25845.9, -17831.8, 0, 3.17005, -0.575571, 0
3534, -25814.1, -17837.5, 0, 3.17337, -0.573272, 0
3535, -25782.4, -17843.2, 0, 3.17671, -0.570968, 0
3536, -25750.6, -17848.9, 0, 3.18004, -0.568658, 0
3537, -25718.8, -17854.6, 0, 3.18338, -0.566342, 0
3538, -25686.9, -17860.2, 0, 3.18672, -0.56402, 0
3539, -25655.1, -17865.9, 0, 3.19007, -0.561692, 0
3540, -25623.1, -17871.5, 0, 3.19342, -0.559359, 0
3541, -25591.2, -17877.1, 0, 3.19677, -0.557019, 0
3542, -25559.2, -17882.6, 0, 3.20012, -0.554674, 0
3543, -25527.2, -17888.2, 0, 3.20348, -0.552323, 0
3544, -25495.1, -17893.7, 0, 3.20684, -0.549966, 0
3545, -25463, -17899.2, 0, 3.21021, -0.547602, 0
3546, -25430.9, -17904.6, 0, 3.21357, -0.545233, 0
3547, -25398.8, -17910.1, 0, 3.21694, -0.542858, 0
3548, -25366.6, -17915.5, 0, 3.22032, -0.540477, 0
3549, -25334.4, -17920.9, 0, 3.2237, -0.53809, 0
3550, -25302.1, -17926.2, 0, 3.22708, -0.535696, 0
3551, -25269.8, -17931.6, 0, 3.23046, -0.533297, 0
3552, -25237.5, -17936.9, 0, 3.23385, -0.530891, 0
3553, -25205.1, -17942.2, 0, 3.23724, -0.52848, 0
3554, -25172.8, -17947.5, 0, 3.24063, -0.526062, 0
3555, -25140.3, -17952.7, 0, 3.24403, -0.523638, 0
3556, -25107.9, -17957.9, 0, 3.24743, -0.521207, 0
3557, -25075.4, -17963.1, 0, 3.25083, -0.518771, 0
3558, -25042.9, -17968.3, 0, 3.25424, -0.516328, 0
3559, -25010.3, -17973.5, 0, 3.25765, -0.513879, 0
3560, -24977.7, -17978.6, 0, 3.26107, -0.511424, 0
3561, -24945.1, -17983.7, 0, 3.26448, -0.508962, 0
3562, -24912.4, -17988.8, 0, 3.2679, -0.506494, 0
3563, -24879.7, -17993.8, 0, 3.27133, -0.504019, 0
3564, -24847, -17998.9, 0, 3.27476, -0.501539, 0
3565, -24814.2, -18003.9, 0, 3.27819, -0.499051, 0
3566, -24781.4, -18008.8, 0, 3.28162, -0.496558, 0
3567, -24748.6, -18013.8, 0, 3.28506, -0.494057, 0
3568, -24715.7, -18018.7, 0, 3.2885, -0.491551, 0
3569, -24682.8, -18023.6, 0, 3.29194, -0.489038, 0
3570, -24649.9, -18028.5, 0, 3.29539, -0.486518, 0
3571, -24616.9, -18033.3, 0, 3.29884, -0.483992, 0
3572, -24583.9, -18038.2, 0, 3.3023, -0.481459, 0
3573, -24550.9, -18043, 0, 3.30576, -0.478919, 0
3574, -24517.8, -18047.8, 0, 3.30922, -0.476373, 0
3575, -24484.7, -18052.5, 0, 3.31268, -0.473821, 0
3576, -24451.5, -18057.2, 0, 3.31615, -0.471261, 0
3577, -24418.4, -18061.9, 0, 3.31962, -0.468695, 0
3578, -24385.1, -18066.6, 0, 3.3231, -0.466122, 0
3579, -24351.9, -18071.3, 0, 3.32658, -0.463543, 0
3580, -24318.6, -18075.9, 0, 3.33006, -0.460956, 0
3581, -24285.3, -18080.5, 0, 3.33355, -0.458363, 0
3582, -24251.9, -18085, 0, 3.33704, -0.455763, 0
3583, -24218.6, -18089.6, 0, 3.34053, -0.453156, 0
3584, -24185.1, -18094.1, 0, 3.34403, -0.450542, 0
3585, -24151.7, -18098.6, 0, 3.34753, -0.447922, 0
3586, -24118.2, -18103.1, 0, 3.35103, -0.445294, 0
3587, -24084.7, -18107.5, 0, 3.35454, -0.442659, 0
3588, -24051.1, -18111.9, 0, 3.35805, -0.440018, 0
3589, -24017.5, -18116.3, 0, 3.36156, -0.437369, 0
3590, -23983.9, -18120.7, 0, 3.36508, -0.434714, 0
3591, -23950.2, -18125, 0, 3.3686, -0.432051, 0
3592, -23916.5, -18129.3, 0, 3.37212, -0.429381, 0
3593, -23882.8, -18133.6, 0, 3.37565, -0.426704, 0
3594, -23849, -18137.8, 0, 3.37919, -0.42402, 0
3595, -23815.2, -18142.1, 0, 3.38272, -0.421329, 0
3596, -23781.3, -18146.3, 0, 3.38626, -0.41863, 0
3597, -23747.4, -18150.4, 0, 3.3898, -0.415925, 0
3598, -23713.5, -18154.6, 0, 3.39335, -0.413212, 0
3599, -23679.6, -18158.7, 0, 3.3969, -0.410491, 0
3600, -23645.6, -18162.8, 0, 3.40045, -0.407764, 0
3601, -23611.6, -18166.9, 0, 3.40401, -0.405029, 0
3602, -23577.5, -18170.9, 0, 3.40757, -0.402287, 0
3603, -23543.4, -18174.9, 0, 3.41114, -0.399537, 0
3604, -23509.3, -18178.9, 0, 3.41471, -0.39678, 0
3605, -23475.1, -18182.8, 0, 3.41828, -0.394015, 0
3606, -23440.9, -18186.8, 0, 3.42185, -0.391243, 0
3607, -23406.7, -18190.7, 0, 3.42543, -0.388464, 0
3608, -23372.4, -18194.5, 0, 3.42902, -0.385677, 0
3609, -23338.1, -18198.4, 0, 3.4326, -0.382882, 0
3610, -23303.8, -18202.2, 0, 3.43619, -0.38008, 0
3611, -23269.4, -18206, 0, 3.43979, -0.37727, 0
3612, -23235, -18209.7, 0, 3.44339, -0.374453, 0
3613, -23200.5, -18213.5, 0, 3.44699, -0.371627, 0
3614, -23166, -18217.2, 0, 3.45059, -0.368794, 0
3615, -23131.5, -18220.8, 0, 3.4542, -0.365954, 0
3616, -23096.9, -18224.5, 0, 3.45782, -0.363105, 0
3617, -23062.3, -18228.1, 0, 3.46143, -0.360249, 0
3618, -23027.7, -18231.7, 0, 3.46505, -0.357385, 0
3619, -22993, -18235.3, 0, 3.46868, -0.354513, 0
3620, -22958.3, -18238.8, 0, 3.47231, -0.351633, 0
3621, -22923.6, -18242.3, 0, 3.47594, -0.348745, 0
3622, -22888.8, -18245.8, 0, 3.47957, -0.34585, 0
3623, -22854, -18249.2, 0, 3.48321, -0.342946, 0
3624, -22819.2, -18252.6, 0, 3.48686, -0.340034, 0
3625, -22784.3, -18256, 0, 3.4905, -0.337114, 0
3626, -22749.3, -18259.4, 0, 3.49416, -0.334186, 0
3627, -22714.4, -18262.7, 0, 3.49781, -0.33125, 0
3628, -22679.4, -18266, 0, 3.50147, -0.328306, 0
3629, -22644.4, -18269.3, 0, 3.50513, -0.325353, 0
3630, -22609.3, -18272.5, 0, 3.5088, -0.322393, 0
3631, -22574.2, -18275.7, 0, 3.51247, -0.319424, 0
3632, -22539, -18278.9, 0, 3.51614, -0.316447, 0
3633, -22503.9, -18282, 0, 3.51982, -0.313461, 0
3634, -22468.6, -18285.2, 0, 3.5235, -0.310467, 0
3635, -22433.4, -18288.2, 0, 3.52719, -0.307465, 0
3636, -22398.1, -18291.3, 0, 3.53088, -0.304455, 0
3637, -22362.8, -18294.3, 0, 3.53457, -0.301435, 0
3638, -22327.4, -18297.3, 0, 3.53827, -0.298408, 0
3639, -22292, -18300.3, 0, 3.54197, -0.295372, 0
3640, -22256.6, -18303.2, 0, 3.54568, -0.292327, 0
3641, -22221.1, -18306.1, 0, 3.54939, -0.289274, 0
3642, -22185.6, -18309, 0, 3.5531, -0.286212, 0
3643, -22150, -18311.9, 0, 3.55682, -0.283141, 0
3644, -22114.4, -18314.7, 0, 3.56054, -0.280062, 0
3645, -22078.8, -18317.5, 0, 3.56426, -0.276974, 0
3646, -22043.2, -18320.2, 0, 3.56799, -0.273877, 0
3647, -22007.5, -18322.9, 0, 3.57173, -0.270772, 0
3648, -21971.7, -18325.6, 0, 3.57546, -0.267658, 0
3649, -21935.9, -18328.3, 0, 3.57921, -0.264534, 0
3650, -21900.1, -18330.9, 0, 3.58295, -0.261402, 0
3651, -21864.3, -18333.5, 0, 3.5867, -0.258261, 0
3652, -21828.4, -18336.1, 0, 3.59045, -0.255111, 0
3653, -21792.5, -18338.6, 0, 3.59421, -0.251952, 0
3654, -21756.5, -18341.1, 0, 3.59797, -0.248784, 0
3655, -21720.5, -18343.6, 0, 3.60174, -0.245606, 0
3656, -21684.5, -18346, 0, 3.60551, -0.24242, 0
3657, -21648.4, -18348.5, 0, 3.60928, -0.239224, 0
3658, -21612.3, -18350.8, 0, 3.61306, -0.23602, 0
3659, -21576.2, -18353.2, 0, 3.61684, -0.232806, 0
3660, -21540, -18355.5, 0, 3.62063, -0.229582, 0
3661, -21503.7, -18357.8, 0, 3.62442, -0.22635, 0
3662, -21467.5, -18360, 0, 3.62821, -0.223108, 0
3663, -21431.2, -18362.2, 0, 3.63201, -0.219856, 0
3664, -21394.8, -18364.4, 0, 3.63581, -0.216595, 0
3665, -21358.5, -18366.6, 0, 3.63962, -0.213325, 0
3666, -21322, -18368.7, 0, 3.64343, -0.210045, 0
3667, -21285.6, -18370.8, 0, 3.64724, -0.206756, 0
3668, -21249.1, -18372.8, 0, 3.65106, -0.203457, 0
3669, -21212.6, -18374.8, 0, 3.65489, -0.200148, 0
3670, -21176, -18376.8, 0, 3.65871, -0.19683, 0
3671, -21139.4, -18378.8, 0, 3.66254, -0.193502, 0
3672, -21102.7, -18380.7, 0, 3.66638, -0.190164, 0
3673, -21066.1, -18382.6, 0, 3.67022, -0.186816, 0
3674, -21029.3, -18384.4, 0, 3.67406, -0.183459, 0
3675, -20992.6, -18386.2, 0, 3.67791, -0.180092, 0
3676, -20955.8, -18388, 0, 3.68176, -0.176714, 0
3677, -20918.9, -18389.8, 0, 3.68562, -0.173327, 0
3678, -20882.1, -18391.5, 0, 3.68948, -0.16993, 0
3679, -20845.2, -18393.2, 0, 3.69335, -0.166522, 0
3680, -20808.2, -18394.8, 0, 3.69722, -0.163105, 0
3681, -20771.2, -18396.4, 0, 3.70109, -0.159677, 0
3682, -20734.2, -18398, 0, 3.70497, -0.15624, 0
3683, -20697.1, -18399.6, 0, 3.70885, -0.152792, 0
3684, -20660, -18401.1, 0, 3.71274, -0.149333, 0
3685, -20622.9, -18402.5, 0, 3.71663, -0.145865, 0
3686, -20585.7, -18404, 0, 3.72052, -0.142386, 0
3687, -20548.5, -18405.4, 0, 3.72442, -0.138897, 0
3688, -20511.2, -18406.8, 0, 3.72833, -0.135397, 0
3689, -20473.9, -18408.1, 0, 3.73223, -0.131886, 0
3690, -20436.5, -18409.4, 0, 3.73615, -0.128366, 0
3691, -20399.2, -18410.7, 0, 3.74006, -0.124834, 0
3692, -20361.7, -18411.9, 0, 3.74398, -0.121292, 0
3693, -20324.3, -18413.1, 0, 3.74791, -0.117739, 0
3694, -20286.8, -18414.3, 0, 3.75184, -0.114176, 0
3695, -20249.2, -18415.4, 0, 3.75577, -0.110601, 0
3696, -20211.7, -18416.5, 0, 3.75971, -0.107016, 0
3697, -20174, -18417.5, 0, 3.76365, -0.10342, 0
3698, -20136.4, -18418.5, 0, 3.7676, -0.0998134, 0
3699, -20098.7, -18419.5, 0, 3.77155, -0.0961955, 0
3700, -20061, -18420.5, 0, 3.77551, -0.0925666, 0
3701, -20023.2, -18421.4, 0, 3.77947, -0.0889266, 0
3702, -19985.4, -18422.2, 0, 3.78343, -0.0852756, 0
3703, -19947.5, -18423.1, 0, 3.7874, -0.0816133, 0
3704, -19909.6, -18423.9, 0, 3.79138, -0.0779399, 0
3705, -19871.7, -18424.6, 0, 3.79535, -0.0742552, 0
3706, -19833.7, -18425.4, 0, 3.79934, -0.0705592, 0
3707, -19795.7, -18426, 0, 3.80332, -0.0668518, 0
3708, -19757.7, -18426.7, 0, 3.80731, -0.063133, 0
3709, -19719.6, -18427.3, 0, 3.81131, -0.0594027, 0
3710, -19681.4, -18427.9, 0, 3.81531, -0.0556609, 0
3711, -19643.3, -18428.4, 0, 3.81932, -0.0519076, 0
3712, -19605, -18428.9, 0, 3.82332, -0.0481426, 0
3713, -19566.8, -18429.4, 0, 3.82734, -0.044366, 0
3714, -19528.5, -18429.8, 0, 3.83136, -0.0405776, 0
3715, -19490.2, -18430.2, 0, 3.83538, -0.0367775, 0
3716, -19451.8, -18430.5, 0, 3.83941, -0.0329655, 0
3717, -19413.4, -18430.9, 0, 3.84344, -0.0291416, 0
3718, -19374.9, -18431.1, 0, 3.84747, -0.0253058, 0
3719, -19336.4, -18431.4, 0, 3.85151, -0.0214581, 0
3720, -19297.9, -18431.6, 0, 3.85556, -0.0175982, 0
3721, -19259.3, -18431.7, 0, 3.85961, -0.0137263, 0
3722, -19220.7, -18431.8, 0, 3.86366, -0.0098422, 0
3723, -19182, -18431.9, 0, 3.86772, -0.0059459, 0
3724, -19143.3, -18431.9, 0, 3.87179, -0.00203732, 0
3725, -19104.6, -18431.9, 0, 3.87586, 0.00188357, 0
3726, -19065.8, -18431.9, 0, 3.87993, 0.00581685, 0
3727, -19027, -18431.8, 0, 3.88401, 0.00976256, 0
3728, -18988.1, -18431.7, 0, 3.88809, 0.0137208, 0
3729, -18949.2, -18431.6, 0, 3.89217, 0.0176915, 0
3730, -18910.3, -18431.4, 0, 3.89626, 0.0216749, 0
3731, -18871.3, -18431.1, 0, 3.90036, 0.0256709, 0
3732, -18832.3, -18430.8, 0, 3.90446, 0.0296797, 0
3733, -18793.2, -18430.5, 0, 3.90857, 0.0337013, 0
3734, -18754.1, -18430.2, 0, 3.91267, 0.0377357, 0
3735, -18715, -18429.8, 0, 3.91679, 0.041783, 0
3736, -18675.8, -18429.3, 0, 3.92091, 0.0458432, 0
3737, -18636.6, -18428.9, 0, 3.92503, 0.0499165, 0
3738, -18597.3, -18428.3, 0, 3.92916, 0.0540029, 0
3739, -18558, -18427.8, 0, 3.93329, 0.0581024, 0
3740, -18518.6, -18427.2, 0, 3.93743, 0.0622152, 0
3741, -18479.2, -18426.5, 0, 3.94157, 0.0663412, 0
3742, -18439.8, -18425.8, 0, 3.94572, 0.0704805, 0
3743, -18400.3, -18425.1, 0, 3.94987, 0.0746333, 0
3744, -18360.8, -18424.4, 0, 3.95403, 0.0787995, 0
3745, -18321.2, -18423.5, 0, 3.95819, 0.0829792, 0
3746, -18281.6, -18422.7, 0, 3.96235, 0.0871725, 0
3747, -18242, -18421.8, 0, 3.96652, 0.0913795, 0
3748, -18202.3, -18420.9, 0, 3.9707, 0.0956001, 0
3749, -18162.6, -18419.9, 0, 3.97488, 0.0998346, 0
3750, -18122.8, -18418.9, 0, 3.97906, 0.104083, 0
3751, -18083, -18417.8, 0, 3.98325, 0.108345, 0
3752, -18043.1, -18416.7, 0, 3.98745, 0.112621, 0
3753, -18003.2, -18415.6, 0, 3.99164, 0.116912, 0
3754, -17963.3, -18414.4, 0, 3.99585, 0.121216, 0
3755, -17923.3, -18413.1, 0, 4.00006, 0.125534, 0
3756, -17883.3, -18411.9, 0, 4.00427, 0.129867, 0
3757, -17843.2, -18410.5, 0, 4.00849, 0.134214, 0
3758, -17803.1, -18409.2, 0, 4.01271, 0.138576, 0
3759, -17763, -18407.8, 0, 4.01694, 0.142952, 0
3760, -17722.8, -18406.3, 0, 4.02117, 0.147342, 0
3761, -17682.6, -18404.8, 0, 4.02541, 0.151747, 0
3762, -17642.3, -18403.3, 0, 4.02965, 0.156167, 0
3763, -17602, -18401.7, 0, 4.03389, 0.160602, 0
3764, -17561.6, -18400.1, 0, 4.03814, 0.165051, 0
3765, -17521.2, -18398.4, 0, 4.0424, 0.169515, 0
3766, -17480.8, -18396.7, 0, 4.04666, 0.173994, 0
3767, -17440.3, -18394.9, 0, 4.05093, 0.178488, 0
3768, -17399.7, -18393.1, 0, 4.0552, 0.182998, 0
